tok,rtvk,rtlik,actual_name,date,date_start,date_end,date_type,date_entered,date_modified,grid,grid_ref_type,grid_ref_release_res,location,count,abundance,recorder,determiner,determination_type,record_type,survey,source_meta_data,ring_number,note,verification_level,date_formatted,easting_centred,northing_centred,easting_min,northing_min,easting_max,northing_max,grid_ref_10m_sq,grid_ref_100m_sq,grid_ref_1km_sq,grid_ref_10km_sq,lat,lon,resolution,geom_point,geom_poly,geom_mobile,updated_at,created_at,vc,ua,lrc_array
LC0002150000T8SS,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,16/07/2015,16/07/2015,16/07/2015,D,07/08/2020,07/08/2020,SS803830,Imported,NULL,Expansion Joints 5 & 6 - Kenfig Viaduct,2,2,Dyfrig Jones,Dyfrig Jones,Unassessed,Field Record,Atkins (Consultant) Records,,,July Licence monitoring surveys - Dusk emergence survey.,1,16/07/2015,280350,183050,280300,183000,280400,183100,,SS803830,SS8083,SS88,51.53363736,-3.726418624,100,0101000020346C000000000000781C11410000000050580641,0103000020346C0000010000000500000000000000B01B114100000000C056064100000000B01B114100000000E059064100000000401D114100000000E059064100000000401D114100000000C056064100000000B01B114100000000C0560641,0103000020346C0000010000002100000000000000602011410000000050580641F22208C94C2011410D50C1D1C9560641EC0A29E1132011412E2715A25255064109833878B71F1141EB6A0ADCF85306410803561B3B1F1141F0F953C9C95206418ACAFA91A31E1141EEF98E0FD1510641696CF5AEF61D114129EAAD3D18510641F9571F173B1D11411CBAEF6DA650064100000000781C1141000000008050064107A8E0E8B41B11411CBAEF6DA650064197930A51F91A114129EAAD3D185106417635056E4C1A1141EEF98E0FD1510641F8FCA9E4B4191141F0F953C9C9520641F77CC78738191141EB6A0ADCF853064114F5D61EDC1811412E2715A2525506410EDDF736A31811410D50C1D1C9560641000000009018114100000000505806410EDDF736A3181141F3AF3E2ED659064114F5D61EDC181141D2D8EA5D4D5B0641F77CC787381911411595F523A75C0641F8FCA9E4B41911411006AC36D65D06417635056E4C1A1141120671F0CE5E064197930A51F91A1141D71552C2875F064107A8E0E8B41B1141E4451092F95F064100000000781C11410000000020600641F9571F173B1D1141E4451092F95F0641696CF5AEF61D1141D81552C2875F06418ACAFA91A31E1141120671F0CE5E06410803561B3B1F11411006AC36D65D064109833878B71F11411595F523A75C0641EC0A29E113201141D2D8EA5D4D5B0641F22208C94C201141F3AF3E2ED659064100000000602011410000000050580641,20/12/2023 15:49,20/12/2023 15:49,{41},"{136,181,182}",{3}
LC0002150000T8TD,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,18/06/2015,18/06/2015,18/06/2015,D,07/08/2020,07/08/2020,SS804828,Imported,NULL,Expansion Joints 10 & 11 - S end of Kenfig Viaduct,2,2,Carmichael Family: Dyfrig Jones,Carmichael Family,Unassessed,Field Record,Atkins (Consultant) Records,,,June Licence monitoring surveys - Dusk emergence survey.,1,18/06/2015,280450,182850,280400,182800,280500,182900,,SS804828,SS8082,SS88,51.5318611,-3.724909637,100,0101000020346C000000000000081E11410000000010520641,0103000020346C0000010000000500000000000000401D1141000000008050064100000000401D114100000000A053064100000000D01E114100000000A053064100000000D01E1141000000008050064100000000401D11410000000080500641,0103000020346C0000010000002100000000000000F02111410000000010520641F22208C9DC2111410D50C1D189500641EC0A29E1A32111412E2715A2124F06410983387847211141EB6A0ADCB84D06410803561BCB201141F0F953C9894C06418ACAFA9133201141EEF98E0F914B0641696CF5AE861F114129EAAD3DD84A0641F9571F17CB1E11411CBAEF6D664A064100000000081E114100000000404A064107A8E0E8441D11411CBAEF6D664A064197930A51891C114129EAAD3DD84A06417635056EDC1B1141EEF98E0F914B0641F8FCA9E4441B1141F0F953C9894C0641F77CC787C81A1141EB6A0ADCB84D064114F5D61E6C1A11412E2715A2124F06410EDDF736331A11410D50C1D18950064100000000201A114100000000105206410EDDF736331A1141F3AF3E2E9653064114F5D61E6C1A1141D2D8EA5D0D550641F77CC787C81A11411595F52367560641F8FCA9E4441B11411006AC36965706417635056EDC1B1141120671F08E58064197930A51891C1141D71552C24759064107A8E0E8441D1141E4451092B959064100000000081E114100000000E0590641F9571F17CB1E1141E4451092B9590641696CF5AE861F1141D81552C2475906418ACAFA9133201141120671F08E5806410803561BCB2011411006AC369657064109833878472111411595F52367560641EC0A29E1A3211141D2D8EA5D0D550641F22208C9DC211141F3AF3E2E9653064100000000F02111410000000010520641,20/12/2023 15:49,20/12/2023 15:49,{41},"{136,181,182}",{3}
LC0002150000SWFI,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,12/09/2014,12/09/2014,13/09/2014,DD,07/08/2020,07/08/2020,ST154784,Imported,NULL,Llandaff: River Taff,2,2,Cardiff Bat Group,Cardiff Bat Group,Unassessed,ringing/tagging record,Cardiff Bat Records,,LH2746,Mist net. 2 bats taken: 1 ringed (ring no. LH2746).,1,12/09/2014 - 13/09/2014,315450,178450,315400,178400,315500,178500,,ST154784,ST1578,ST17,51.49864166,-3.219416787,100,0101000020346C000000000000E84013410000000090C80541,0103000020346C0000010000000500000000000000204013410000000000C7054100000000204013410000000020CA054100000000B04113410000000020CA054100000000B04113410000000000C7054100000000204013410000000000C70541,0103000020346C0000010000002100000000000000D04413410000000090C80541F22208C9BC4413410D50C1D109C70541EC0A29E1834413412E2715A292C505410983387827441341EB6A0ADC38C405410803561BAB431341F0F953C909C305418ACAFA9113431341EEF98E0F11C20541696CF5AE6642134129EAAD3D58C10541F9571F17AB4113411CBAEF6DE6C0054100000000E840134100000000C0C0054107A8E0E8244013411CBAEF6DE6C0054197930A51693F134129EAAD3D58C105417635056EBC3E1341EEF98E0F11C20541F8FCA9E4243E1341F0F953C909C30541F77CC787A83D1341EB6A0ADC38C4054114F5D61E4C3D13412E2715A292C505410EDDF736133D13410D50C1D109C7054100000000003D13410000000090C805410EDDF736133D1341F3AF3E2E16CA054114F5D61E4C3D1341D2D8EA5D8DCB0541F77CC787A83D13411595F523E7CC0541F8FCA9E4243E13411006AC3616CE05417635056EBC3E1341120671F00ECF054197930A51693F1341D71552C2C7CF054107A8E0E824401341E445109239D0054100000000E84013410000000060D00541F9571F17AB411341E445109239D00541696CF5AE66421341D81552C2C7CF05418ACAFA9113431341120671F00ECF05410803561BAB4313411006AC3616CE054109833878274413411595F523E7CC0541EC0A29E183441341D2D8EA5D8DCB0541F22208C9BC441341F3AF3E2E16CA054100000000D04413410000000090C80541,20/12/2023 15:46,20/12/2023 15:46,{41},"{139,181}",{3}
LC0002150000AFK0,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,14/08/2008,14/08/2008,14/08/2008,D,07/08/2020,07/08/2020,ST1719173914,Imported,NULL,Penarth Moors,3,3,Richard Dodd,Richard Dodd,Unassessed,auditory record,Cardiff Bat Records,,,Foraging/commuting,1,14/08/2008,317191,173914,317191,173914,317192,173915,ST17197391,ST171739,ST1773,ST17,51.45812318,-3.193277026,1,0101000020346C0000000000001C5C134100000000D03A0541,0103000020346C00000100000005000000000000001C5C134100000000D03A0541000000001C5C134100000000D83A054100000000205C134100000000D83A054100000000205C134100000000D03A0541000000001C5C134100000000D03A0541,0103000020346C00000100000021000000000000000460134100000000D03A0541F22208C9F05F13410D50C1D149390541EC0A29E1B75F13412E2715A2D2370541098338785B5F1341EB6A0ADC783605410803561BDF5E1341F0F953C9493505418ACAFA91475E1341EEF98E0F51340541696CF5AE9A5D134129EAAD3D98330541F9571F17DF5C13411CBAEF6D26330541000000001C5C1341000000000033054107A8E0E8585B13411CBAEF6D2633054197930A519D5A134129EAAD3D983305417635056EF0591341EEF98E0F51340541F8FCA9E458591341F0F953C949350541F77CC787DC581341EB6A0ADC7836054114F5D61E805813412E2715A2D23705410EDDF736475813410D50C1D149390541000000003458134100000000D03A05410EDDF73647581341F3AF3E2E563C054114F5D61E80581341D2D8EA5DCD3D0541F77CC787DC5813411595F523273F0541F8FCA9E4585913411006AC36564005417635056EF0591341120671F04E41054197930A519D5A1341D71552C20742054107A8E0E8585B1341E445109279420541000000001C5C134100000000A0420541F9571F17DF5C1341E445109279420541696CF5AE9A5D1341D81552C2074205418ACAFA91475E1341120671F04E4105410803561BDF5E13411006AC3656400541098338785B5F13411595F523273F0541EC0A29E1B75F1341D2D8EA5DCD3D0541F22208C9F05F1341F3AF3E2E563C0541000000000460134100000000D03A0541,20/12/2023 12:15,20/12/2023 12:15,{41},"{139,181}",{3}
LC0002150000AFK8,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,26/09/2008,26/09/2008,26/09/2008,D,07/08/2020,07/08/2020,ST1832874275,Imported,NULL,Hamadryad Park,4,4,Richard Dodd,Richard Dodd,Unassessed,auditory record,Cardiff Bat Records,,,Foraging/commuting. Sunset 1900hrs; First heard 1953hrs,1,26/09/2008,318328,174275,318328,174275,318329,174276,ST18327427,ST183742,ST1874,ST17,51.46153385,-3.176999196,1,0101000020346C000000000000E06D13410000000018460541,0103000020346C0000010000000500000000000000E06D1341000000001846054100000000E06D1341000000002046054100000000E46D1341000000002046054100000000E46D1341000000001846054100000000E06D13410000000018460541,0103000020346C0000010000002100000000000000C87113410000000018460541F22208C9B47113410D50C1D191440541EC0A29E17B7113412E2715A21A430541098338781F711341EB6A0ADCC04105410803561BA3701341F0F953C9914005418ACAFA910B701341EEF98E0F993F0541696CF5AE5E6F134129EAAD3DE03E0541F9571F17A36E13411CBAEF6D6E3E054100000000E06D134100000000483E054107A8E0E81C6D13411CBAEF6D6E3E054197930A51616C134129EAAD3DE03E05417635056EB46B1341EEF98E0F993F0541F8FCA9E41C6B1341F0F953C991400541F77CC787A06A1341EB6A0ADCC041054114F5D61E446A13412E2715A21A4305410EDDF7360B6A13410D50C1D19144054100000000F869134100000000184605410EDDF7360B6A1341F3AF3E2E9E47054114F5D61E446A1341D2D8EA5D15490541F77CC787A06A13411595F5236F4A0541F8FCA9E41C6B13411006AC369E4B05417635056EB46B1341120671F0964C054197930A51616C1341D71552C24F4D054107A8E0E81C6D1341E4451092C14D054100000000E06D134100000000E84D0541F9571F17A36E1341E4451092C14D0541696CF5AE5E6F1341D81552C24F4D05418ACAFA910B701341120671F0964C05410803561BA37013411006AC369E4B0541098338781F7113411595F5236F4A0541EC0A29E17B711341D2D8EA5D15490541F22208C9B4711341F3AF3E2E9E47054100000000C87113410000000018460541,20/12/2023 12:15,20/12/2023 12:15,{41},{181},{3}
LC0002150001F62S,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,15/09/2022,15/09/2022,15/09/2022,D,14/10/2022,14/10/2022,SO21790618,Imported,NULL,Cwmtillery Lakes,4,4,Robert Magee,Robert Magee,Unconfirmed,Field Record,SEWBReCORD (Direct Import),,,Adult. Number of recordings: not necessarily number of bats. I received 135 recordings via my Echo Meter Touch 2 bat recorder.,2,15/09/2022,321795,206185,321790,206180,321800,206190,SO21790618,SO217061,SO2106,SO20,51.74888069,-3.134232472,10,0101000020346C0000000000000CA4134100000000482B0941,0103000020346C0000010000000500000000000000F8A3134100000000202B094100000000F8A3134100000000702B09410000000020A4134100000000702B09410000000020A4134100000000202B094100000000F8A3134100000000202B0941,0103000020346C0000010000002100000000000000F4A7134100000000482B0941F22208C9E0A713410D50C1D1C1290941EC0A29E1A7A713412E2715A24A280941098338784BA71341EB6A0ADCF02609410803561BCFA61341F0F953C9C12509418ACAFA9137A61341EEF98E0FC9240941696CF5AE8AA5134129EAAD3D10240941F9571F17CFA413411CBAEF6D9E230941000000000CA41341000000007823094107A8E0E848A313411CBAEF6D9E23094197930A518DA2134129EAAD3D102409417635056EE0A11341EEF98E0FC9240941F8FCA9E448A11341F0F953C9C1250941F77CC787CCA01341EB6A0ADCF026094114F5D61E70A013412E2715A24A2809410EDDF73637A013410D50C1D1C12909410000000024A0134100000000482B09410EDDF73637A01341F3AF3E2ECE2C094114F5D61E70A01341D2D8EA5D452E0941F77CC787CCA013411595F5239F2F0941F8FCA9E448A113411006AC36CE3009417635056EE0A11341120671F0C631094197930A518DA21341D71552C27F32094107A8E0E848A31341E4451092F1320941000000000CA413410000000018330941F9571F17CFA41341E4451092F1320941696CF5AE8AA51341D81552C27F3209418ACAFA9137A61341120671F0C63109410803561BCFA613411006AC36CE300941098338784BA713411595F5239F2F0941EC0A29E1A7A71341D2D8EA5D452E0941F22208C9E0A71341F3AF3E2ECE2C094100000000F4A7134100000000482B0941,20/12/2023 18:51,20/12/2023 18:51,{35},"{142,181}",{3}
LC00021500006EMV,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,05/10/2007,05/10/2007,05/10/2007,D,22/10/2008,22/10/2008,ST1819073785,Original Recorder,NULL,Cardiff West Moors,5,5,Richard Dodd,Jon Russ,Observation,None,Richard Dodd Wales Mammal Records,,,Flight: foraging. Feeding across the river. Confirmed by Dr John Russ (Bat Conservation Trust). .,1,05/10/2007,318190,173785,318190,173785,318191,173786,ST18197378,ST181737,ST1873,ST17,51.45710898,-3.178871629,1,0101000020346C000000000000B86B134100000000C8360541,0103000020346C0000010000000500000000000000B86B134100000000C836054100000000B86B134100000000D036054100000000BC6B134100000000D036054100000000BC6B134100000000C836054100000000B86B134100000000C8360541,0103000020346C0000010000002100000000000000A06F134100000000C8360541F22208C98C6F13410D50C1D141350541EC0A29E1536F13412E2715A2CA33054109833878F76E1341EB6A0ADC703205410803561B7B6E1341F0F953C9413105418ACAFA91E36D1341EEF98E0F49300541696CF5AE366D134129EAAD3D902F0541F9571F177B6C13411CBAEF6D1E2F054100000000B86B134100000000F82E054107A8E0E8F46A13411CBAEF6D1E2F054197930A51396A134129EAAD3D902F05417635056E8C691341EEF98E0F49300541F8FCA9E4F4681341F0F953C941310541F77CC78778681341EB6A0ADC7032054114F5D61E1C6813412E2715A2CA3305410EDDF736E36713410D50C1D14135054100000000D067134100000000C83605410EDDF736E3671341F3AF3E2E4E38054114F5D61E1C681341D2D8EA5DC5390541F77CC787786813411595F5231F3B0541F8FCA9E4F46813411006AC364E3C05417635056E8C691341120671F0463D054197930A51396A1341D71552C2FF3D054107A8E0E8F46A1341E4451092713E054100000000B86B134100000000983E0541F9571F177B6C1341E4451092713E0541696CF5AE366D1341D81552C2FF3D05418ACAFA91E36D1341120671F0463D05410803561B7B6E13411006AC364E3C054109833878F76E13411595F5231F3B0541EC0A29E1536F1341D2D8EA5DC5390541F22208C98C6F1341F3AF3E2E4E38054100000000A06F134100000000C8360541,20/12/2023 11:44,20/12/2023 11:44,{41},{181},{3}
LC00021500015D36,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,18/09/2015,18/09/2015,18/09/2015,D,18/05/2021,18/05/2021,ST17167726,Imported,NULL,NULL,2,>1,Alex Pollard,Dr Alex Pollard,Correct,None,SEWBReCORD (Direct Import),,,Adult. Several passes heard. Verified by:Warren: Tom as Accepted on 14/09/2020 11:32.,3,18/09/2015,317165,177265,317160,177260,317170,177270,ST17167726,ST171772,ST1777,ST17,51.48824335,-3.194437863,10,0101000020346C000000000000B45B13410000000088A30541,0103000020346C0000010000000500000000000000A05B13410000000060A3054100000000A05B134100000000B0A3054100000000C85B134100000000B0A3054100000000C85B13410000000060A3054100000000A05B13410000000060A30541,0103000020346C00000100000021000000000000009C5F13410000000088A30541F22208C9885F13410D50C1D101A20541EC0A29E14F5F13412E2715A28AA0054109833878F35E1341EB6A0ADC309F05410803561B775E1341F0F953C9019E05418ACAFA91DF5D1341EEF98E0F099D0541696CF5AE325D134129EAAD3D509C0541F9571F17775C13411CBAEF6DDE9B054100000000B45B134100000000B89B054107A8E0E8F05A13411CBAEF6DDE9B054197930A51355A134129EAAD3D509C05417635056E88591341EEF98E0F099D0541F8FCA9E4F0581341F0F953C9019E0541F77CC78774581341EB6A0ADC309F054114F5D61E185813412E2715A28AA005410EDDF736DF5713410D50C1D101A2054100000000CC5713410000000088A305410EDDF736DF571341F3AF3E2E0EA5054114F5D61E18581341D2D8EA5D85A60541F77CC787745813411595F523DFA70541F8FCA9E4F05813411006AC360EA905417635056E88591341120671F006AA054197930A51355A1341D71552C2BFAA054107A8E0E8F05A1341E445109231AB054100000000B45B13410000000058AB0541F9571F17775C1341E445109231AB0541696CF5AE325D1341D81552C2BFAA05418ACAFA91DF5D1341120671F006AA05410803561B775E13411006AC360EA9054109833878F35E13411595F523DFA70541EC0A29E14F5F1341D2D8EA5D85A60541F22208C9885F1341F3AF3E2E0EA50541000000009C5F13410000000088A30541,20/12/2023 17:29,20/12/2023 17:29,{41},"{139,181}",{3}
LC0002150000IYLG,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,13/07/2010,13/07/2010,13/07/2010,D,07/08/2020,07/08/2020,ST234826,Imported,NULL,The Cottage: Druidstone road: Old St Mellons,2,1 (+),Eric Hawkeswood,Eric Hawkeswood,Unassessed,Field Record,Hawkeswood Ecology,,,ID from anlysis: foraging,1,13/07/2010,323450,182650,323400,182600,323500,182700,,ST234826,ST2382,ST28,51.53754032,-3.105106969,100,0101000020346C000000000000E8BD134100000000D04B0641,0103000020346C000001000000050000000000000020BD134100000000404A06410000000020BD134100000000604D064100000000B0BE134100000000604D064100000000B0BE134100000000404A06410000000020BD134100000000404A0641,0103000020346C0000010000002100000000000000D0C1134100000000D04B0641F22208C9BCC113410D50C1D1494A0641EC0A29E183C113412E2715A2D24806410983387827C11341EB6A0ADC784706410803561BABC01341F0F953C9494606418ACAFA9113C01341EEF98E0F51450641696CF5AE66BF134129EAAD3D98440641F9571F17ABBE13411CBAEF6D2644064100000000E8BD1341000000000044064107A8E0E824BD13411CBAEF6D2644064197930A5169BC134129EAAD3D984406417635056EBCBB1341EEF98E0F51450641F8FCA9E424BB1341F0F953C949460641F77CC787A8BA1341EB6A0ADC7847064114F5D61E4CBA13412E2715A2D24806410EDDF73613BA13410D50C1D1494A06410000000000BA134100000000D04B06410EDDF73613BA1341F3AF3E2E564D064114F5D61E4CBA1341D2D8EA5DCD4E0641F77CC787A8BA13411595F52327500641F8FCA9E424BB13411006AC36565106417635056EBCBB1341120671F04E52064197930A5169BC1341D71552C20753064107A8E0E824BD1341E44510927953064100000000E8BD134100000000A0530641F9571F17ABBE1341E445109279530641696CF5AE66BF1341D81552C2075306418ACAFA9113C01341120671F04E5206410803561BABC013411006AC36565106410983387827C113411595F52327500641EC0A29E183C11341D2D8EA5DCD4E0641F22208C9BCC11341F3AF3E2E564D064100000000D0C1134100000000D04B0641,20/12/2023 14:08,20/12/2023 14:08,{35},"{139,181}",{3}
LC00021500013XNR,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,04/08/2018,04/08/2018,04/08/2018,D,07/08/2020,07/08/2020,ST495944,Imported,NULL,Coppice Mawr,1,1 (Female),Stephen Davison,Stephen Davison,Unassessed,None,Monmouthshire Bat Group Records,,,ID in hand under NRW Licence. Mist trap. Forearm: 32.7mm. Weight: 5.9. Female. Juv: hairy tail half length: Noctule colour: Nath veination.,1,04/08/2018,349550,194450,349500,194400,349600,194500,,ST495944,ST4994,ST49,51.64657088,-2.730533612,100,0101000020346C000000000000B85515410000000090BC0741,0103000020346C0000010000000500000000000000F05415410000000000BB074100000000F05415410000000020BE074100000000805615410000000020BE074100000000805615410000000000BB074100000000F05415410000000000BB0741,0103000020346C0000010000002100000000000000A05915410000000090BC0741F22208C98C5915410D50C1D109BB0741EC0A29E1535915412E2715A292B9074109833878F7581541EB6A0ADC38B807410803561B7B581541F0F953C909B707418ACAFA91E3571541EEF98E0F11B60741696CF5AE3657154129EAAD3D58B50741F9571F177B5615411CBAEF6DE6B4074100000000B855154100000000C0B4074107A8E0E8F45415411CBAEF6DE6B4074197930A513954154129EAAD3D58B507417635056E8C531541EEF98E0F11B60741F8FCA9E4F4521541F0F953C909B70741F77CC78778521541EB6A0ADC38B8074114F5D61E1C5215412E2715A292B907410EDDF736E35115410D50C1D109BB074100000000D05115410000000090BC07410EDDF736E3511541F3AF3E2E16BE074114F5D61E1C521541D2D8EA5D8DBF0741F77CC787785215411595F523E7C00741F8FCA9E4F45215411006AC3616C207417635056E8C531541120671F00EC3074197930A5139541541D71552C2C7C3074107A8E0E8F4541541E445109239C4074100000000B85515410000000060C40741F9571F177B561541E445109239C40741696CF5AE36571541D81552C2C7C307418ACAFA91E3571541120671F00EC307410803561B7B5815411006AC3616C2074109833878F75815411595F523E7C00741EC0A29E153591541D2D8EA5D8DBF0741F22208C98C591541F3AF3E2E16BE074100000000A05915410000000090BC0741,20/12/2023 17:18,20/12/2023 17:18,{35},"{144,181}",{3}
LC000215000152ME,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,03/05/2018,03/05/2018,03/05/2018,D,07/08/2020,07/08/2020,ST167785,Imported,NULL,Talybont Student Village: Cardiff,1,1 (individuals),Diane Morgan,Diane D.J. Morgan,Unassessed,Field Record,Just Mammals,,,Bat detector: time expansion record,1,03/05/2018,316750,178550,316700,178500,316800,178600,,ST167785,ST1678,ST17,51.49973383,-3.200717115,100,0101000020346C0000000000003855134100000000B0CB0541,0103000020346C0000010000000500000000000000705413410000000020CA054100000000705413410000000040CD054100000000005613410000000040CD054100000000005613410000000020CA054100000000705413410000000020CA0541,0103000020346C00000100000021000000000000002059134100000000B0CB0541F22208C90C5913410D50C1D129CA0541EC0A29E1D35813412E2715A2B2C805410983387877581341EB6A0ADC58C705410803561BFB571341F0F953C929C605418ACAFA9163571341EEF98E0F31C50541696CF5AEB656134129EAAD3D78C40541F9571F17FB5513411CBAEF6D06C40541000000003855134100000000E0C3054107A8E0E8745413411CBAEF6D06C4054197930A51B953134129EAAD3D78C405417635056E0C531341EEF98E0F31C50541F8FCA9E474521341F0F953C929C60541F77CC787F8511341EB6A0ADC58C7054114F5D61E9C5113412E2715A2B2C805410EDDF736635113410D50C1D129CA0541000000005051134100000000B0CB05410EDDF73663511341F3AF3E2E36CD054114F5D61E9C511341D2D8EA5DADCE0541F77CC787F85113411595F52307D00541F8FCA9E4745213411006AC3636D105417635056E0C531341120671F02ED2054197930A51B9531341D71552C2E7D2054107A8E0E874541341E445109259D3054100000000385513410000000080D30541F9571F17FB551341E445109259D30541696CF5AEB6561341D81552C2E7D205418ACAFA9163571341120671F02ED205410803561BFB5713411006AC3636D1054109833878775813411595F52307D00541EC0A29E1D3581341D2D8EA5DADCE0541F22208C90C591341F3AF3E2E36CD0541000000002059134100000000B0CB0541,20/12/2023 17:27,20/12/2023 17:27,{41},"{139,181}",{3}
LC000215000152MH,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,20/06/2019,20/06/2019,20/06/2019,D,07/08/2020,07/08/2020,ST247806,Imported,NULL,Wentlooge Lake: St Mellons,1,1 (individuals),Robert Morgan,Robert Morgan,Unassessed,Field Record,Just Mammals,,,Bat detector: time expansion record,1,20/06/2019,324750,180650,324700,180600,324800,180700,,ST247806,ST2480,ST28,51.51973578,-3.085938992,100,0101000020346C00000000000038D2134100000000500D0641,0103000020346C000001000000050000000000000070D1134100000000C00B06410000000070D1134100000000E00E06410000000000D3134100000000E00E06410000000000D3134100000000C00B06410000000070D1134100000000C00B0641,0103000020346C000001000000210000000000000020D6134100000000500D0641F22208C90CD613410D50C1D1C90B0641EC0A29E1D3D513412E2715A2520A06410983387877D51341EB6A0ADCF80806410803561BFBD41341F0F953C9C90706418ACAFA9163D41341EEF98E0FD1060641696CF5AEB6D3134129EAAD3D18060641F9571F17FBD213411CBAEF6DA60506410000000038D21341000000008005064107A8E0E874D113411CBAEF6DA605064197930A51B9D0134129EAAD3D180606417635056E0CD01341EEF98E0FD1060641F8FCA9E474CF1341F0F953C9C9070641F77CC787F8CE1341EB6A0ADCF808064114F5D61E9CCE13412E2715A2520A06410EDDF73663CE13410D50C1D1C90B06410000000050CE134100000000500D06410EDDF73663CE1341F3AF3E2ED60E064114F5D61E9CCE1341D2D8EA5D4D100641F77CC787F8CE13411595F523A7110641F8FCA9E474CF13411006AC36D61206417635056E0CD01341120671F0CE13064197930A51B9D01341D71552C28714064107A8E0E874D11341E4451092F91406410000000038D213410000000020150641F9571F17FBD21341E4451092F9140641696CF5AEB6D31341D81552C2871406418ACAFA9163D41341120671F0CE1306410803561BFBD413411006AC36D61206410983387877D513411595F523A7110641EC0A29E1D3D51341D2D8EA5D4D100641F22208C90CD61341F3AF3E2ED60E06410000000020D6134100000000500D0641,20/12/2023 17:27,20/12/2023 17:27,{35},"{139,181}",{3}
